entity_id,repo_name,component_path,service_tier,programming_language,domain,archetype,lines_of_code,cyclomatic_complexity,cognitive_complexity,code_smells_count,code_duplication_pct,security_hotspots_count,dependency_count,outdated_dependencies_pct,churn_lines_last_30d,commits_last_90d,distinct_authors_last_90d,ownership_entropy,avg_pr_review_time_hrs,pr_rework_rate,unit_test_coverage_pct,ci_build_failure_rate,defects_reported_last_90d,production_incidents_last_180d,mttr_incident_mins,sprint_velocity_drag_pct,monthly_maintenance_hours
TD-00291,analytics-etl,analytics-etl/handlers/api/cache_adapter_10.py,Tier_3,Python,Data/BI,legacy_hotspot,3163,68,97,142,22.62,2,35,73.26,1466,48,12,0.769,36.6,0.486,21.85,0.177,7,2,104,49.9,62.3
TD-00292,payment-gateway,payment-gateway/pkg/handler/session_handler_2.go,Tier_1,Go,Fintech/Checkout,healthy_active,438,7,6,2,3.99,0,14,12.05,360,53,2,0.592,12.6,0.099,79.54,0.023,1,0,22,4.9,5.9
TD-00293,inventory-worker,inventory-worker/models/data/session_handler_14.py,Tier_2,Python,Supply Chain,legacy_hotspot,2795,67,100,22,24.08,5,25,68.38,792,57,13,0.675,62.7,0.638,27.57,0.14,7,4,172,26.4,36.1
TD-00294,order-management,order-management/src/main/java/com/platform/controller/client_pool_14.java,Tier_1,Java,Core Business,healthy_active,318,4,4,1,3.03,0,12,13.95,401,38,5,0.252,13.7,0.041,85.94,0.015,1,0,51,5.0,6.6
TD-00295,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/manager_6.java,Tier_3,Java,Reporting,average,1094,13,16,13,13.86,0,16,10.67,240,5,4,0.316,29.5,0.202,47.94,0.092,3,1,85,14.6,13.4
TD-00296,auth-service,auth-service/internal/middleware/state_machine_13.go,Tier_1,Go,Security/IAM,average,1465,20,26,10,5.36,0,9,27.23,424,6,4,0.464,19.1,0.119,60.01,0.059,1,0,107,17.8,10.1
TD-00297,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/legacy_sync_19.java,Tier_3,Java,Reporting,average,630,15,18,14,7.31,1,10,22.48,347,17,2,0.488,22.9,0.109,45.11,0.069,1,0,48,8.7,16.9
TD-00298,order-management,order-management/src/main/java/com/platform/controller/legacy_sync_9.java,Tier_1,Java,Core Business,average,913,27,36,9,5.56,0,8,27.45,120,5,2,0.37,26.1,0.089,70.87,0.155,0,0,70,13.8,9.8
TD-00299,analytics-etl,analytics-etl/models/data/query_builder_1.py,Tier_3,Python,Data/BI,healthy_active,286,16,19,5,1.21,0,4,10.1,490,33,2,0.279,15.8,0.04,91.37,0.058,1,0,53,5.1,7.7
TD-00300,analytics-etl,analytics-etl/models/data/query_builder_18.py,Tier_3,Python,Data/BI,average,652,23,25,15,4.63,1,16,27.62,289,19,2,0.301,18.0,0.21,72.96,0.126,1,0,56,11.2,8.5
TD-00301,order-management,order-management/src/main/java/com/platform/service/legacy_sync_12.java,Tier_1,Java,Core Business,average,925,15,16,11,10.67,0,14,31.73,463,15,4,0.575,14.8,0.13,74.05,0.151,3,0,59,11.7,11.0
TD-00302,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/query_builder_14.java,Tier_3,Java,Reporting,healthy_active,688,12,10,0,2.65,0,7,10.2,985,72,5,0.255,16.4,0.067,93.81,0.051,0,0,37,6.4,5.6
TD-00303,inventory-worker,inventory-worker/utils/helpers/state_machine_10.py,Tier_2,Python,Supply Chain,dormant_legacy,666,57,71,17,9.61,0,13,28.53,41,2,0,0.19,37.7,0.23,30.69,0.056,0,0,112,8.7,4.7
TD-00304,user-profile-api,user-profile-api/utils/helpers/state_machine_16.py,Tier_2,Python,User Management,legacy_hotspot,3151,97,143,52,43.45,2,14,57.28,977,55,16,0.894,64.9,0.462,15.82,0.266,8,2,150,56.9,79.6
TD-00305,auth-service,auth-service/internal/service/router_19.go,Tier_1,Go,Security/IAM,dormant_legacy,1421,32,42,35,24.48,1,5,47.13,23,2,0,0.194,38.5,0.151,46.05,0.067,0,0,153,11.5,5.1
TD-00306,notification-dispatcher,notification-dispatcher/src/queues/dispatcher_10.js,Tier_2,Node.js,Communications,healthy_active,1115,12,11,5,0.56,0,11,6.73,330,34,4,0.59,4.1,0.11,94.76,0.077,0,0,30,1.4,5.6
TD-00307,payment-gateway,payment-gateway/pkg/client/dispatcher_1.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,1634,197,283,46,47.96,5,25,61.37,1836,35,8,0.85,63.6,0.26,30.88,0.123,3,2,152,41.1,44.2
TD-00308,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/parser_20.java,Tier_3,Java,Reporting,average,1365,27,32,14,12.68,1,17,27.93,392,7,3,0.596,13.5,0.084,52.76,0.148,3,1,78,17.3,9.0
TD-00309,analytics-etl,analytics-etl/models/data/exporter_8.py,Tier_3,Python,Data/BI,healthy_active,616,6,6,5,1.96,0,11,1.81,467,30,3,0.494,4.4,0.082,91.69,0.044,1,0,30,6.0,2.4
TD-00310,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/aggregator_7.java,Tier_3,Java,Reporting,dormant_legacy,1670,42,48,53,14.08,0,15,60.21,24,0,0,0.089,19.4,0.161,29.4,0.143,0,1,98,8.0,9.7
TD-00311,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/query_builder_5.java,Tier_3,Java,Reporting,dormant_legacy,1235,35,48,84,24.04,1,21,45.46,8,3,1,0.175,25.5,0.082,41.75,0.084,0,0,128,12.2,9.5
TD-00312,auth-service,auth-service/pkg/handler/dispatcher_15.go,Tier_1,Go,Security/IAM,legacy_hotspot,2114,65,102,51,15.11,2,16,59.62,1043,59,11,0.882,37.3,0.417,17.1,0.27,6,4,187,37.3,41.4
TD-00313,payment-gateway,payment-gateway/internal/middleware/session_handler_5.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,2711,54,66,39,45.13,1,17,37.86,4114,132,13,0.926,81.3,0.58,28.6,0.353,7,1,212,57.1,55.8
TD-00314,auth-service,auth-service/pkg/storage/session_handler_14.go,Tier_1,Go,Security/IAM,legacy_hotspot,2285,87,104,66,27.44,1,13,48.73,1477,58,12,0.667,92.1,0.461,15.05,0.164,3,5,149,31.8,26.5
TD-00315,order-management,order-management/src/main/java/com/platform/controller/manager_18.java,Tier_1,Java,Core Business,legacy_hotspot,2460,91,149,56,37.97,0,23,34.85,1877,63,5,0.685,42.0,0.309,31.1,0.138,7,3,171,53.9,79.3
TD-00316,notification-dispatcher,notification-dispatcher/src/queues/client_pool_9.js,Tier_2,Node.js,Communications,legacy_hotspot,3071,98,150,53,24.27,2,24,56.17,1193,64,8,0.825,40.7,0.42,22.68,0.31,5,4,194,40.9,58.7
TD-00317,order-management,order-management/src/main/java/com/platform/repository/parser_16.java,Tier_1,Java,Core Business,healthy_active,655,5,4,2,3.4,0,6,7.15,892,25,6,0.425,4.7,0.024,82.51,0.058,1,0,35,4.3,3.8
TD-00318,inventory-worker,inventory-worker/models/data/exporter_4.py,Tier_2,Python,Supply Chain,legacy_hotspot,2242,136,219,91,16.06,1,28,56.06,1948,34,9,0.835,29.5,0.458,17.32,0.282,7,3,118,40.1,79.5
TD-00319,analytics-etl,analytics-etl/services/core/manager_8.py,Tier_3,Python,Data/BI,average,999,26,35,5,15.3,0,19,15.03,178,11,3,0.389,24.1,0.084,48.95,0.146,2,0,97,18.4,17.0
TD-00320,search-indexer,search-indexer/src/main/scala/pipeline/session_handler_3.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1938,80,92,16,31.52,0,22,25.1,65,3,1,0.319,34.8,0.154,42.01,0.088,0,0,97,7.4,5.5
TD-00321,search-indexer,search-indexer/src/main/scala/engine/dispatcher_18.scala,Tier_2,Scala,Search/Discovery,healthy_active,825,13,15,3,1.25,0,3,13.2,679,52,5,0.3,11.5,0.089,90.23,0.028,0,0,33,6.3,3.5
TD-00322,auth-service,auth-service/pkg/client/session_handler_9.go,Tier_1,Go,Security/IAM,healthy_active,427,8,8,5,2.04,0,4,8.16,605,27,6,0.324,13.2,0.041,83.73,0.027,0,0,34,0.9,7.5
TD-00323,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/state_machine_12.java,Tier_3,Java,Reporting,dormant_legacy,1133,37,47,20,26.5,1,24,29.99,54,3,0,0.15,23.4,0.073,38.66,0.111,1,0,71,17.4,10.1
TD-00324,auth-service,auth-service/internal/service/legacy_sync_1.go,Tier_1,Go,Security/IAM,healthy_active,1151,16,18,4,0.81,0,5,10.3,702,70,6,0.202,12.8,0.08,83.73,0.042,0,0,40,4.3,3.7
TD-00325,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/parser_20.java,Tier_3,Java,Reporting,average,863,27,31,12,5.44,0,9,33.2,152,15,5,0.474,28.6,0.127,65.86,0.124,3,0,97,10.8,10.3
TD-00326,user-profile-api,user-profile-api/services/core/query_builder_15.py,Tier_2,Python,User Management,dormant_legacy,1230,34,47,16,18.89,0,7,36.54,49,3,0,0.335,20.9,0.094,38.71,0.119,0,0,70,15.5,11.8
TD-00327,inventory-worker,inventory-worker/utils/helpers/validator_5.py,Tier_2,Python,Supply Chain,average,1170,16,20,12,15.22,1,18,25.27,198,17,2,0.492,24.9,0.159,73.46,0.148,3,0,94,14.9,17.9
TD-00328,payment-gateway,payment-gateway/pkg/handler/dispatcher_16.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1433,43,53,14,16.83,0,15,60.25,86,1,0,0.31,29.3,0.136,21.38,0.142,1,0,51,15.5,9.0
TD-00329,auth-service,auth-service/pkg/handler/aggregator_18.go,Tier_1,Go,Security/IAM,dormant_legacy,2355,56,71,25,21.0,1,7,22.91,43,3,0,0.122,36.5,0.09,17.74,0.122,1,1,117,13.9,7.2
TD-00330,order-management,order-management/src/main/java/com/platform/util/legacy_sync_12.java,Tier_1,Java,Core Business,dormant_legacy,2124,87,115,26,12.6,0,17,58.9,173,2,1,0.02,12.8,0.086,49.53,0.113,1,1,80,15.6,8.6
TD-00331,internal-admin-portal,internal-admin-portal/src/state/rule_engine_5.tsx,Tier_3,TypeScript,Backoffice,healthy_active,471,10,10,0,3.82,0,8,6.91,464,41,5,0.204,8.4,0.021,79.73,0.031,0,0,27,5.6,1.4
TD-00332,search-indexer,search-indexer/src/main/scala/pipeline/validator_16.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1556,69,98,50,31.97,1,20,41.62,44,0,0,0.102,20.3,0.109,40.39,0.05,0,0,102,7.2,3.0
TD-00333,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/dispatcher_2.java,Tier_3,Java,Reporting,legacy_hotspot,1727,61,89,76,17.27,0,37,29.35,1867,79,5,0.876,29.3,0.544,20.56,0.348,10,5,144,46.5,69.2
TD-00334,notification-dispatcher,notification-dispatcher/src/controllers/legacy_sync_15.js,Tier_2,Node.js,Communications,healthy_active,458,10,11,4,0.9,0,13,8.58,386,98,7,0.423,17.0,0.058,86.35,0.016,0,0,28,2.3,2.1
TD-00335,user-profile-api,user-profile-api/models/data/validator_12.py,Tier_2,Python,User Management,healthy_active,1445,13,12,4,3.6,0,3,3.26,561,22,7,0.23,10.4,0.109,79.7,0.079,1,0,33,6.8,3.9
TD-00336,internal-admin-portal,internal-admin-portal/src/hooks/processor_13.tsx,Tier_3,TypeScript,Backoffice,healthy_active,285,9,10,5,1.67,0,7,2.18,697,52,4,0.335,8.3,0.113,82.47,0.055,0,0,34,4.1,6.5
TD-00337,inventory-worker,inventory-worker/handlers/api/validator_15.py,Tier_2,Python,Supply Chain,healthy_active,654,12,14,0,4.12,0,4,13.08,469,34,3,0.487,14.4,0.025,81.98,0.029,0,0,31,2.8,6.5
TD-00338,auth-service,auth-service/internal/service/query_builder_20.go,Tier_1,Go,Security/IAM,legacy_hotspot,2166,139,208,28,12.69,2,38,38.67,1006,97,7,0.718,78.1,0.53,12.37,0.373,8,2,139,38.6,65.8
TD-00339,payment-gateway,payment-gateway/pkg/handler/exporter_11.go,Tier_1,Go,Fintech/Checkout,average,558,24,33,8,12.26,0,18,17.15,243,12,5,0.475,19.7,0.099,56.29,0.121,2,0,63,12.0,8.3
TD-00340,user-profile-api,user-profile-api/handlers/api/exporter_19.py,Tier_2,Python,User Management,healthy_active,366,14,16,2,4.09,0,7,6.01,486,59,3,0.219,7.1,0.091,92.09,0.042,0,0,24,3.2,5.1
TD-00341,user-profile-api,user-profile-api/services/core/state_machine_18.py,Tier_2,Python,User Management,legacy_hotspot,1389,87,120,51,22.28,0,12,25.6,2088,73,17,0.791,65.5,0.342,29.28,0.269,8,0,125,40.8,44.4
TD-00342,user-profile-api,user-profile-api/tasks/workers/aggregator_8.py,Tier_2,Python,User Management,dormant_legacy,1533,47,56,39,25.14,1,18,28.15,57,3,0,0.201,15.7,0.142,24.39,0.129,0,0,139,11.6,8.2
TD-00343,notification-dispatcher,notification-dispatcher/src/controllers/exporter_20.js,Tier_2,Node.js,Communications,average,509,16,17,13,8.19,0,20,10.9,153,16,4,0.378,18.5,0.114,74.75,0.064,2,1,64,21.3,18.4
TD-00344,payment-gateway,payment-gateway/pkg/storage/state_machine_5.go,Tier_1,Go,Fintech/Checkout,average,524,13,17,5,6.11,0,8,23.33,85,16,4,0.337,33.7,0.086,57.95,0.046,0,0,72,17.1,6.5
TD-00345,order-management,order-management/src/main/java/com/platform/repository/exporter_6.java,Tier_1,Java,Core Business,healthy_active,997,14,16,0,1.64,0,5,13.96,417,52,5,0.372,8.3,0.046,88.69,0.011,0,0,33,0.7,3.1
TD-00346,auth-service,auth-service/pkg/handler/manager_1.go,Tier_1,Go,Security/IAM,average,833,26,32,13,14.35,0,20,22.35,191,6,3,0.488,30.5,0.173,57.28,0.147,0,1,64,18.2,17.4
TD-00347,notification-dispatcher,notification-dispatcher/src/controllers/rule_engine_11.js,Tier_2,Node.js,Communications,average,1250,12,15,12,8.41,0,7,11.09,130,14,2,0.558,32.1,0.213,71.08,0.098,1,0,88,17.3,19.7
TD-00348,payment-gateway,payment-gateway/internal/service/dispatcher_2.go,Tier_1,Go,Fintech/Checkout,healthy_active,470,13,12,1,3.56,0,8,3.15,558,72,2,0.529,11.9,0.116,81.91,0.06,0,0,26,2.2,2.3
TD-00349,order-management,order-management/src/main/java/com/platform/util/client_pool_4.java,Tier_1,Java,Core Business,average,925,13,16,13,10.88,0,14,11.04,241,9,3,0.621,21.4,0.198,45.01,0.06,0,0,65,20.7,7.4
TD-00350,auth-service,auth-service/pkg/client/legacy_sync_12.go,Tier_1,Go,Security/IAM,legacy_hotspot,5276,83,142,39,34.11,1,12,59.74,2129,97,4,0.684,43.5,0.251,14.32,0.15,7,1,103,33.9,43.2
TD-00351,internal-admin-portal,internal-admin-portal/src/pages/admin/legacy_sync_17.tsx,Tier_3,TypeScript,Backoffice,healthy_active,682,17,17,1,0.83,0,6,4.78,772,52,4,0.394,11.7,0.069,88.18,0.06,0,0,29,0.5,7.8
TD-00352,user-profile-api,user-profile-api/tasks/workers/processor_17.py,Tier_2,Python,User Management,legacy_hotspot,1742,78,138,26,23.23,3,28,61.49,2091,137,10,0.799,50.1,0.438,31.84,0.155,8,1,149,41.7,72.6
TD-00353,inventory-worker,inventory-worker/utils/helpers/query_builder_1.py,Tier_2,Python,Supply Chain,average,747,15,18,14,4.39,0,13,10.17,198,14,4,0.31,33.8,0.081,67.08,0.058,4,1,65,20.3,18.5
TD-00354,payment-gateway,payment-gateway/pkg/client/state_machine_13.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,2182,45,63,18,13.57,0,23,69.26,29,0,1,0.184,25.4,0.14,42.13,0.088,0,0,130,5.5,7.8
TD-00355,search-indexer,search-indexer/src/main/scala/pipeline/validator_16.scala,Tier_2,Scala,Search/Discovery,healthy_active,425,4,4,2,4.95,0,12,9.53,368,32,2,0.564,4.3,0.055,90.94,0.064,0,0,35,0.5,1.8
TD-00356,analytics-etl,analytics-etl/services/core/parser_3.py,Tier_3,Python,Data/BI,dormant_legacy,1329,30,36,18,22.56,0,24,31.13,35,0,1,0.092,13.0,0.191,32.22,0.032,0,0,38,13.0,2.9
TD-00357,notification-dispatcher,notification-dispatcher/src/queues/manager_3.js,Tier_2,Node.js,Communications,legacy_hotspot,2423,127,204,46,20.36,2,13,32.4,2950,59,11,0.751,47.6,0.616,33.5,0.224,8,3,126,40.2,32.2
TD-00358,order-management,order-management/src/main/java/com/platform/repository/rule_engine_19.java,Tier_1,Java,Core Business,average,734,19,19,7,8.86,0,13,21.44,499,7,2,0.48,17.8,0.106,46.95,0.132,1,0,63,13.4,11.3
TD-00359,internal-admin-portal,internal-admin-portal/src/hooks/router_20.tsx,Tier_3,TypeScript,Backoffice,healthy_active,472,3,2,3,1.13,0,13,11.15,528,26,4,0.269,8.3,0.052,80.87,0.024,1,0,42,0.2,5.4
TD-00360,internal-admin-portal,internal-admin-portal/src/hooks/legacy_sync_17.tsx,Tier_3,TypeScript,Backoffice,average,570,16,17,5,7.5,0,10,34.13,681,17,2,0.392,24.3,0.126,70.82,0.097,3,1,77,11.8,13.6
TD-00361,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/validator_4.java,Tier_3,Java,Reporting,dormant_legacy,873,61,67,18,14.07,0,14,66.12,11,1,0,0.075,19.6,0.111,33.01,0.113,1,1,111,17.0,2.5
TD-00362,internal-admin-portal,internal-admin-portal/src/components/forms/router_15.tsx,Tier_3,TypeScript,Backoffice,average,686,20,27,13,11.01,0,10,19.01,75,5,3,0.59,14.6,0.095,57.84,0.052,1,0,40,8.1,10.4
TD-00363,user-profile-api,user-profile-api/utils/helpers/session_handler_15.py,Tier_2,Python,User Management,average,1805,17,18,14,13.85,0,11,11.94,128,5,2,0.367,21.3,0.212,57.81,0.107,0,1,106,13.9,17.2
TD-00364,search-indexer,search-indexer/src/main/scala/index/cache_adapter_4.scala,Tier_2,Scala,Search/Discovery,average,470,12,13,7,14.47,0,15,18.85,213,13,3,0.649,30.7,0.12,57.07,0.129,5,0,68,14.9,13.4
TD-00365,notification-dispatcher,notification-dispatcher/src/lib/session_handler_9.js,Tier_2,Node.js,Communications,healthy_active,338,7,7,1,3.85,0,8,9.51,454,64,5,0.588,11.8,0.038,80.36,0.051,0,0,39,3.5,3.4
TD-00366,notification-dispatcher,notification-dispatcher/src/controllers/query_builder_16.js,Tier_2,Node.js,Communications,average,704,18,24,12,13.71,0,17,11.28,148,13,2,0.527,24.1,0.149,50.15,0.073,0,0,82,16.5,8.2
TD-00367,auth-service,auth-service/pkg/handler/state_machine_3.go,Tier_1,Go,Security/IAM,average,615,15,18,15,4.99,0,16,23.41,133,7,5,0.561,16.9,0.121,55.38,0.13,2,1,56,14.1,8.0
TD-00368,auth-service,auth-service/pkg/client/validator_12.go,Tier_1,Go,Security/IAM,average,477,25,32,14,11.36,1,20,34.84,496,11,4,0.592,33.7,0.194,58.77,0.07,1,0,137,21.6,18.8
TD-00369,order-management,order-management/src/main/java/com/platform/service/rule_engine_18.java,Tier_1,Java,Core Business,dormant_legacy,779,35,46,29,25.13,0,21,36.34,44,3,1,0.257,32.9,0.1,29.51,0.031,1,0,94,6.8,2.3
TD-00370,internal-admin-portal,internal-admin-portal/src/hooks/query_builder_4.tsx,Tier_3,TypeScript,Backoffice,healthy_active,319,4,4,2,3.95,0,6,0.4,975,62,2,0.553,13.0,0.027,82.56,0.067,0,0,28,5.6,6.5
TD-00371,search-indexer,search-indexer/src/main/scala/index/state_machine_14.scala,Tier_2,Scala,Search/Discovery,average,536,23,27,9,15.91,0,10,20.32,329,9,3,0.311,30.0,0.186,73.59,0.046,1,0,99,9.3,13.9
TD-00372,payment-gateway,payment-gateway/pkg/storage/rule_engine_10.go,Tier_1,Go,Fintech/Checkout,healthy_active,507,3,2,4,4.33,0,8,3.17,861,19,4,0.5,11.1,0.03,93.45,0.032,1,0,42,3.5,7.5
TD-00373,notification-dispatcher,notification-dispatcher/src/routes/rule_engine_17.js,Tier_2,Node.js,Communications,healthy_active,414,7,6,2,4.88,0,14,1.91,859,43,2,0.471,10.7,0.036,83.78,0.026,1,0,34,4.5,5.2
TD-00374,user-profile-api,user-profile-api/handlers/api/query_builder_16.py,Tier_2,Python,User Management,dormant_legacy,2977,44,52,26,16.05,0,6,40.87,69,2,0,0.326,28.6,0.21,28.9,0.048,2,0,52,6.4,7.7
TD-00375,user-profile-api,user-profile-api/services/core/session_handler_18.py,Tier_2,Python,User Management,healthy_active,447,14,14,5,3.09,0,7,4.57,884,49,2,0.506,6.4,0.062,86.73,0.028,0,0,45,3.8,4.2
TD-00376,notification-dispatcher,notification-dispatcher/src/routes/exporter_9.js,Tier_2,Node.js,Communications,dormant_legacy,893,35,46,26,25.54,1,14,56.51,9,3,0,0.148,30.2,0.102,17.44,0.074,0,0,80,7.9,9.5
TD-00377,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/exporter_14.java,Tier_3,Java,Reporting,healthy_active,686,11,13,5,4.62,0,8,5.82,606,34,5,0.227,17.4,0.039,93.89,0.067,1,0,43,5.8,3.6
TD-00378,internal-admin-portal,internal-admin-portal/src/pages/admin/rule_engine_9.tsx,Tier_3,TypeScript,Backoffice,average,509,16,21,5,12.73,0,7,23.88,294,14,5,0.313,18.8,0.107,45.33,0.069,1,0,67,20.4,15.7
TD-00379,payment-gateway,payment-gateway/internal/service/dispatcher_10.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,1731,118,184,40,19.56,2,20,33.71,568,60,11,0.676,72.6,0.257,32.28,0.169,7,2,159,26.6,35.2
TD-00380,notification-dispatcher,notification-dispatcher/src/services/processor_6.js,Tier_2,Node.js,Communications,average,595,12,14,12,15.38,0,21,21.81,412,9,4,0.371,17.1,0.081,54.03,0.13,1,1,87,17.9,16.1
TD-00381,order-management,order-management/src/main/java/com/platform/util/validator_5.java,Tier_1,Java,Core Business,dormant_legacy,2084,41,47,19,16.37,1,21,52.24,13,3,1,0.332,28.7,0.182,17.24,0.042,0,0,68,9.6,4.6
TD-00382,payment-gateway,payment-gateway/pkg/handler/cache_adapter_17.go,Tier_1,Go,Fintech/Checkout,average,564,27,31,5,5.62,0,9,13.21,319,10,2,0.309,34.2,0.199,60.73,0.067,0,0,70,21.5,14.0
TD-00383,user-profile-api,user-profile-api/utils/helpers/router_15.py,Tier_2,Python,User Management,healthy_active,878,12,12,4,0.64,0,6,1.98,556,40,4,0.517,7.9,0.076,90.76,0.019,1,0,53,7.6,3.4
TD-00384,notification-dispatcher,notification-dispatcher/src/controllers/session_handler_10.js,Tier_2,Node.js,Communications,average,571,24,30,11,8.42,0,21,34.98,142,7,3,0.637,14.0,0.141,61.68,0.089,0,0,86,18.6,15.0
TD-00385,notification-dispatcher,notification-dispatcher/src/queues/rule_engine_3.js,Tier_2,Node.js,Communications,legacy_hotspot,1997,83,114,77,16.75,5,28,55.86,2128,76,8,0.703,72.0,0.622,9.22,0.17,7,0,170,41.3,78.4
TD-00386,payment-gateway,payment-gateway/internal/service/manager_20.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,1208,70,117,34,22.68,1,38,36.52,971,66,14,0.969,90.0,0.63,32.08,0.218,7,1,151,58.1,75.9
TD-00387,payment-gateway,payment-gateway/pkg/handler/dispatcher_15.go,Tier_1,Go,Fintech/Checkout,healthy_active,298,7,7,2,4.46,0,12,13.69,661,34,4,0.299,13.4,0.094,86.07,0.076,0,0,58,5.5,5.1
TD-00388,search-indexer,search-indexer/src/main/scala/index/rule_engine_15.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1022,40,57,44,28.38,0,13,61.78,78,2,0,0.181,36.9,0.168,47.11,0.091,0,0,56,16.3,8.8
TD-00389,search-indexer,search-indexer/src/main/scala/index/aggregator_17.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,3122,75,128,26,13.12,3,32,27.52,1364,27,4,0.804,34.4,0.533,20.64,0.173,3,0,108,28.3,39.7
TD-00390,auth-service,auth-service/pkg/storage/router_4.go,Tier_1,Go,Security/IAM,average,1948,27,36,11,15.31,0,14,11.01,101,6,2,0.347,27.7,0.192,74.65,0.082,2,0,35,18.6,7.2
TD-00391,inventory-worker,inventory-worker/tasks/workers/legacy_sync_17.py,Tier_2,Python,Supply Chain,legacy_hotspot,2957,88,119,38,31.12,1,18,69.6,1255,73,9,0.779,89.5,0.474,19.31,0.301,5,2,28,53.9,65.2
TD-00392,inventory-worker,inventory-worker/services/core/aggregator_13.py,Tier_2,Python,Supply Chain,healthy_active,646,5,5,3,1.46,0,3,7.79,994,40,5,0.551,17.0,0.073,91.57,0.041,1,0,49,0.1,6.1
TD-00393,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/processor_7.java,Tier_3,Java,Reporting,dormant_legacy,2089,48,59,34,15.44,1,14,59.31,107,3,0,0.072,14.4,0.174,20.16,0.041,0,0,77,14.6,6.3
TD-00394,inventory-worker,inventory-worker/handlers/api/exporter_5.py,Tier_2,Python,Supply Chain,healthy_active,670,6,6,5,4.17,0,12,4.94,404,29,5,0.477,17.2,0.075,88.8,0.078,0,0,34,0.2,6.1
TD-00395,inventory-worker,inventory-worker/models/data/session_handler_4.py,Tier_2,Python,Supply Chain,legacy_hotspot,3516,114,147,27,34.38,0,15,59.14,1776,84,15,0.779,69.2,0.552,34.66,0.376,4,1,203,26.5,71.0
TD-00396,payment-gateway,payment-gateway/pkg/client/cache_adapter_14.go,Tier_1,Go,Fintech/Checkout,healthy_active,357,3,3,1,3.82,0,8,10.45,1356,57,3,0.319,13.2,0.103,88.05,0.012,0,0,30,3.7,4.8
TD-00397,order-management,order-management/src/main/java/com/platform/controller/router_18.java,Tier_1,Java,Core Business,healthy_active,534,8,8,4,1.74,0,8,8.94,627,59,6,0.214,15.5,0.075,84.09,0.028,0,0,28,5.1,7.2
TD-00398,user-profile-api,user-profile-api/tasks/workers/client_pool_12.py,Tier_2,Python,User Management,average,1110,22,24,10,4.53,0,12,29.03,492,7,3,0.638,12.2,0.203,50.99,0.154,1,0,35,15.8,16.2
TD-00399,auth-service,auth-service/pkg/client/state_machine_2.go,Tier_1,Go,Security/IAM,legacy_hotspot,1875,81,118,51,12.83,0,19,81.7,801,110,8,0.803,92.7,0.628,30.51,0.289,8,4,154,54.3,26.5
TD-00400,search-indexer,search-indexer/src/main/scala/engine/legacy_sync_3.scala,Tier_2,Scala,Search/Discovery,healthy_active,567,4,4,1,0.89,0,13,6.05,312,36,5,0.397,5.6,0.064,93.16,0.052,0,0,52,0.2,1.9
TD-00401,notification-dispatcher,notification-dispatcher/src/queues/router_19.js,Tier_2,Node.js,Communications,average,784,15,19,9,13.03,1,11,20.49,240,9,2,0.623,34.4,0.114,68.95,0.092,3,0,63,18.6,14.5
TD-00402,search-indexer,search-indexer/src/main/scala/pipeline/query_builder_14.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1155,51,64,44,14.09,1,7,33.46,93,3,0,0.34,23.9,0.217,16.87,0.13,1,1,75,15.3,3.0
TD-00403,inventory-worker,inventory-worker/services/core/router_1.py,Tier_2,Python,Supply Chain,healthy_active,587,5,5,4,1.33,0,7,3.9,427,68,2,0.436,13.6,0.057,86.08,0.033,1,0,36,7.7,5.4
TD-00404,notification-dispatcher,notification-dispatcher/src/controllers/exporter_20.js,Tier_2,Node.js,Communications,average,1212,17,20,5,15.52,0,13,30.79,221,17,3,0.361,26.9,0.083,56.99,0.158,0,0,87,12.3,18.7
TD-00405,analytics-etl,analytics-etl/models/data/validator_14.py,Tier_3,Python,Data/BI,healthy_active,659,12,14,4,0.67,0,9,9.68,494,63,2,0.373,13.8,0.038,88.98,0.061,0,0,38,3.1,4.9
